Greek Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
,1,0,0,0,0,0,0,0,0,0
παρόν,1,0,0,1,0,0,1,0,1,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
τύπος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πίεση,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,1,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αρκετά,1,0,0,1,0,0,1,0,0,1
,1,0,0,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
αποτρέψει,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
προηγούμενος,0,0,0,0,0,0,0,0,0,0
προηγουμένως,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
τιμή,0,0,0,0,0,0,0,0,0,0
ανεκτίμητος,1,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,0,1,0
,0,1,0,0,0,0,0,0,0,0
υπερηφάνεια,1,0,0,0,0,0,1,0,0,0
παπάς,1,0,0,0,0,0,0,0,0,1
,1,0,0,1,0,0,1,1,0,1
,1,0,0,0,0,0,0,0,0,0
περιποιημένος,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πρώτος,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πρωταρχικός,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
πριγκίπισσα,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
αρχή,0,0,0,0,0,0,0,0,0,0
αποτύπωμα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
φυλακή,0,1,1,0,0,1,0,1,0,0
,0,1,1,0,1,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,0
μυστικότητα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
προνόμιο,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,1,0,0,0,0,0,0,0,1
,0,0,0,1,0,0,0,0,0,0
πιθανός,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
πρόβλημα,0,1,0,0,0,1,0,1,0,0
,1,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
διαδικασία,0,0,0,0,0,0,0,0,0,0
πομπή,1,0,0,0,0,0,1,1,1,0
προκηρύσσω,0,0,0,0,0,0,0,0,0,0
προκήρυξη,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
αναβλητικότητα,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κέντρο,0,0,0,0,0,0,0,0,0,0
,1,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
παράγω,0,0,0,0,0,0,0,0,0,0
παράγεται,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
προϊόν,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
ομολογώ,0,0,0,0,0,0,0,0,0,0
επάγγελμα,1,0,0,0,0,0,0,0,0,0
επαγγελματίας,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,1
,1,0,0,1,0,0,1,0,1,1
εντριβής,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
κέρδος,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,1,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
πρόγραμμα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,0
,1,0,0,1,0,0,1,1,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
απαγορευμένος,0,1,1,0,1,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σχέδιο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
πρόλογος,0,0,0,1,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
σύμμικτος,0,1,0,0,0,0,0,0,0,0
υπόσχεση,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
προάγω,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
απόδειξη,0,0,0,0,0,0,0,0,0,1
στήριγμα,1,0,0,0,0,0,0,0,0,0
προπαγάνδα,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κατάλληλος,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,1
,0,0,0,1,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πρόταση,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ιδιοκτήτης,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,0
ευημερία,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,1,0,0,1,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
προστατεύω,1,0,0,0,0,0,0,0,0,0
προστατεύονται,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
πρωτεΐνη,0,0,0,0,0,0,0,0,0,0
διαμαρτυρία,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
εξωθώ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
υπερήφανος,1,0,0,1,0,0,1,0,0,1
αποδεικνύω,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
παροιμία,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
πρόνοια,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πληρεξούσιο,0,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,1,1,0,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ψυχή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
καπηλειό,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πουτίγκα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0
Τραβήξτε,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πνευμονικός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σφυγμός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,1,0
αντλία,0,0,0,0,0,0,0,0,0,0
λογοπαίγνιο,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,1,0
,1,0,0,1,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ινδολόγος,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
τιμωρώ,0,1,0,0,0,1,0,0,0,0
,0,1,1,1,1,1,0,1,0,0
,0,1,1,0,0,1,0,1,0,0
τιμωρία,0,1,1,0,1,1,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κουτάβι,0,0,0,0,0,0,0,0,0,0
μαθητής,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,1
αγορά,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αγοραστικός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,1,0,0,1,1,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
καθαρότητα,1,0,0,0,0,0,0,0,1,0
μωβ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πύο,0,1,0,0,1,0,0,0,0,0
Σπρώξτε,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
μούτρο,0,0,0,0,0,0,0,0,0,0
μουνί,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
βάζω,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
τετράδυμο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
έλος,0,1,0,0,1,0,0,0,0,0
ορτύκι,0,1,0,0,0,1,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,1,0,0,0,0
αρμόδιος,1,0,0,0,0,0,0,0,0,1
έχω τα προσόντα,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ποιότητα,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ποσότητα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τέταρτο γαλονιού,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
βασίλισσα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αναζήτηση,1,0,0,1,0,0,0,0,0,0
ερώτηση,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
γρήγορα,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πάπλωμα,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
εγκαταλείπω,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
παραθέτω,1,1,0,1,0,0,0,0,1,0
πηλίκο,0,0,0,0,0,0,0,0,0,0
κουνέλι,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,1,1,1,1,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
αγώνας,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
ακτινοβολία,1,0,0,1,0,0,1,0,0,1
ακτινοβόλος,1,0,0,0,0,0,1,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,1,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
επιδρομή,0,1,1,0,0,1,0,0,1,0
κάγκελο,0,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σιδηρόδρομος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
βροχή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0
αύξηση,0,0,0,0,0,0,0,0,0,0
έθεσε,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τρέχω,0,1,1,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
τάξη,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κτύπημα,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
ταχύς,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,1,1
,0,1,0,0,0,1,0,0,0,0
,1,0,0,1,0,0,1,0,0,0
σπανίως,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
,0,1,1,0,1,1,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
αρουραίος,0,1,0,0,1,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τιμή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,1,1,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
λογικός,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κουδουνίστρα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
ουρλιάζω,1,1,1,0,1,0,1,0,1,1
κοράκι,0,0,0,0,0,0,0,0,0,0
πεινασμένος,0,1,1,0,0,1,0,1,0,0
,0,0,0,0,0,1,0,0,0,0
,0,1,1,1,0,1,1,0,1,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
έκταση,0,0,0,0,0,0,0,0,0,0
αντιδρώ,0,0,1,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
ανάγνωση,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
ανάγνωση,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
έτοιμος,0,0,0,1,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πραγματικός,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
ρεαλιστικός,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
όπισθεν,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
λόγος,1,0,0,0,0,0,0,0,0,0
εύλογο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
επαναστάτης,0,1,1,0,0,1,0,0,0,0
,0,0,1,0,1,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
αποτραβιέμαι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
παραλαβή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
έλαβε,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,0
πρόσφατος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
εσοχή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,1,0,0
συνταγή,0,0,0,0,0,0,0,0,0,0
παραλήπτης,0,0,0,1,0,0,0,0,0,0
αμοιβαίος,0,0,0,0,0,0,0,0,0,0
ανταποδίδω,1,0,0,0,0,0,0,0,0,0
αμοιβαιότητα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,1,1,0,1,1,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ανάκρουση,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
